"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"RP8S2RZK","journalArticle","2020","Baum, Seth D.","Quantifying the probability of existential catastrophe: A reply to Beard et al.","Futures","","0016-3287","10.1016/j.futures.2020.102608","http://www.sciencedirect.com/science/article/pii/S0016328720300987","A recent article by Beard, Rowe, and Fox (BRF) evaluates ten methodologies for quantifying the probability of existential catastrophe. This article builds on BRF’s valuable contribution. First, this article describes the conceptual and mathematical relationship between the probability of existential catastrophe and the severity of events that could result in existential catastrophe. It discusses complications in this relationship arising from catastrophes occurring at different speeds and from multiple concurrent catastrophes. Second, this article revisits the ten BRF methodologies, finding an inverse relationship between a methodology’s ease of use and the quality of results it produces—in other words, achieving a higher quality of analysis will in general require a larger investment in analysis. Third, the manuscript discusses the role of probability quantification in the management of existential risks, describing why the probability is only sometimes needed for decision-making and arguing that analyses should support real-world risk management decisions and not just be academic exercises. If the findings of this article are taken into account, together with BRF’s evaluations of specific methodologies, then risk analyses of existential catastrophe may tend to be more successful at understanding and reducing the risks.","2020-10-01","2022-01-30 04:55:20","2022-01-30 04:55:20","2020-12-19 03:08:57","102608","","","123","","Futures","Quantifying the probability of existential catastrophe","","","","","","","en","","","","","ScienceDirect","","ZSCC: 0000002","","/Users/jacquesthibodeau/Zotero/storage/TFM6GRAD/S0016328720300987.html","","MetaSafety; AmbiguosSafety; GCRI","Existential risk; Global catastrophic risk; Probability; Risk analysis; Severity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58XWHNKX","journalArticle","2019","Baum, Seth D.","Preparing for the unthinkable","Science","","0036-8075, 1095-9203","10.1126/science.aay4219","http://www.sciencemag.org/lookup/doi/10.1126/science.aay4219","","2019-09-20","2022-01-30 04:55:20","2022-01-30 04:55:20","2019-12-16 02:51:12","1254-1254","","6459","365","","Science","","","","","","","","en","","","","","DOI.org (Crossref)","","ZSCC: 0000000","","","","MetaSafety; GCRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIJHCRX3","journalArticle","2017","Baum, Seth D.","On the promotion of safe and socially beneficial artificial intelligence","AI & Society","","0951-5666, 1435-5655","10.1007/s00146-016-0677-0","http://link.springer.com/10.1007/s00146-016-0677-0","","2017-11","2022-01-30 04:55:20","2022-01-30 04:55:20","2019-12-16 02:44:37","543-551","","4","32","","AI & Soc","","","","","","","","en","","","","","DOI.org (Crossref)","","ZSCC: 0000080","","/Users/jacquesthibodeau/Zotero/storage/ZASDEGNA/papers.html","","MetaSafety; GCRI","artificial intelligence; artificial intelligence safety; beneficial artificial intelligence; social psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JA98S3JN","journalArticle","2017","Barrett, Anthony Michael","Value of Global Catastrophic Risk (GCR) Information: Cost-Effectiveness-Based Approach for GCR Reduction","Decision Analysis","","1545-8490, 1545-8504","10.1287/deca.2017.0350","http://pubsonline.informs.org/doi/10.1287/deca.2017.0350","","2017-09","2022-01-30 04:55:20","2022-01-30 04:55:20","2019-12-16 02:44:44","187-203","","3","14","","Decision Analysis","Value of Global Catastrophic Risk (GCR) Information","","","","","","","en","","","","","DOI.org (Crossref)","","ZSCC: 0000009","","/Users/jacquesthibodeau/Zotero/storage/26R7JATJ/Barrett - 2017 - Value of Global Catastrophic Risk (GCR) Informatio.pdf","","MetaSafety; GCRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z75EWDEP","conferencePaper","2018","Baum, Seth; Barrett, Anthony M","Towards an Integrated Assessment of Global Catastrophic Risk","Catastrophic and Existential Risk: Proceedings of the First Colloquium, Garrick Institute for the Risk Sciences, University of California, Los Angeles, Forthcoming","","","","","","2018-01-17","2022-01-30 04:55:20","2022-01-30 04:55:20","","18","","","","","","","","","","","","","en","","","","","Zotero","","ZSCC: 0000007","","/Users/jacquesthibodeau/Zotero/storage/JJ2WQ35R/Baum and Barrett - 2017 - Towards an integrated assessment of global catastr.pdf; /Users/jacquesthibodeau/Zotero/storage/BQ3ZMFE4/papers.html","","MetaSafety; GCRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","First International Colloquium on Catastrophic and Existential Risk","","","","","","","","","","","","","","",""
"PA537GRN","conferencePaper","2021","Owe, Andrea; Baum, Seth","The Ethics of Sustainability for Artificial Intelligence","Proceedings of AI for People: Towards Sustainable AI, CAIP’21.","","","","https://gcrinstitute.org/the-ethics-of-sustainability-for-artificial-intelligence/","Sustainability is widely considered a good thing and is therefore a matter of ethical significance. This paper analyzes the ethical dimensions of existing work on AI and sustainability, finding that most of it is focused on sustaining the environment for human benefit. The paper calls for sustainability that is not human-centric and that extends into the distant future, especially for advanced future AI as a technology that can advance expansion beyond Earth.","2021","2022-01-30 04:55:20","2022-01-30 04:55:20","2021-12-11 14:23:38","","","","","","","","","","","","","","en-US","","","","","","","ZSCC: 0000001","","/Users/jacquesthibodeau/Zotero/storage/638RA9I3/the-ethics-of-sustainability-for-artificial-intelligence.html","","MetaSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CAIP'21","","","","","","","","","","","","","","",""
"DS8HKV3N","journalArticle","2018","Baum, Seth","Superintelligence skepticism as a political tool","Information","","","","","","2018","2022-01-30 04:55:20","2022-01-30 04:55:20","","209","","9","9","","","","","","","","","","","","","","","Google Scholar","","ZSCC: 0000019","","/Users/jacquesthibodeau/Zotero/storage/GTRGDFM2/Baum - 2018 - Superintelligence skepticism as a political tool.pdf; /Users/jacquesthibodeau/Zotero/storage/NRXVDB2J/Baum - 2018 - Superintelligence Skepticism as a Political Tool.pdf; /Users/jacquesthibodeau/Zotero/storage/IVKG4C2A/209.html","","MetaSafety; GCRI","artificial intelligence; skepticism; superintelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6VUTUU52","journalArticle","2020","Baum, Seth D.","Social choice ethics in artificial intelligence","AI & Society","","0951-5666, 1435-5655","10.1007/s00146-017-0760-1","http://link.springer.com/10.1007/s00146-017-0760-1","A major approach to the ethics of artificial intelligence (AI) is to use social choice, in which the AI is designed to act according to the aggregate views of society. This is found in the AI ethics of “coherent extrapolated volition” and “bottom-up ethics”. This paper shows that the normative basis of AI social choice ethics is weak due to the fact that there is no one single aggregate ethical view of society. Instead, the design of social choice AI faces three sets of decisions: standing, concerning whose ethics views are included; measurement, concerning how their views are identified; and aggregation, concerning how individual views are combined to a single view that will guide AI behavior. These decisions must be made up front in the initial AI design—designers cannot “let the AI figure it out”. Each set of decisions poses difficult ethical dilemmas with major consequences for AI behavior, with some decision options yielding pathological or even catastrophic results. Furthermore, non-social choice ethics face similar issues, such as whether to count future generations or the AI itself. These issues can be more important than the question of whether or not to use social choice ethics. Attention should focus on these issues, not on social choice.","2020-03-01","2022-01-30 04:55:20","2022-01-30 04:55:20","2020-08-20 20:16:41","165-176","","1","35","","AI & Soc","","","","","","","","en","","","","","Springer Link","","ZSCC: 0000060","","/Users/jacquesthibodeau/Zotero/storage/5EKPE8IC/Baum - 2017 - Social Choice Ethics in Artificial Intelligence.pdf; /Users/jacquesthibodeau/Zotero/storage/NNB6BD38/Baum - 2020 - Social choice ethics in artificial intelligence.pdf; /Users/jacquesthibodeau/Zotero/storage/JZWAP722/papers.html","","MetaSafety; AmbiguosSafety; GCRI","artificial intelligence; bottom-up ethics; coherent extrapolated volition; ethics; social choice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XC4B3IJS","journalArticle","2021","Owe, Andrea; Baum, Seth D.","Moral consideration of nonhumans in the ethics of artificial intelligence","AI and Ethics","","2730-5953, 2730-5961","10.1007/s43681-021-00065-0","https://link.springer.com/10.1007/s43681-021-00065-0","","2021-11","2022-01-30 04:55:20","2022-01-30 04:55:20","2021-10-31 19:21:16","517-528","","4","1","","AI Ethics","","","","","","","","en","","","","","DOI.org (Crossref)","","ZSCC: 0000007","","/Users/jacquesthibodeau/Zotero/storage/BKTUR9DN/Owe and Baum - 2021 - Moral consideration of nonhumans in the ethics of .pdf","","MetaSafety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEG34VHF","journalArticle","2013","Wilson, Grant","Minimizing global catastrophic and existential risks from emerging technologies through international law","Va. Envtl. LJ","","","","","","2013","2022-01-30 04:55:19","2022-01-30 04:55:19","","307","","","31","","","","","","","","","","","","","","","Google Scholar","","ZSCC: 0000049","","/Users/jacquesthibodeau/Zotero/storage/8UD9P888/LandingPage.html","","MetaSafety; GCRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UIDG8GK","journalArticle","2020","Baum, Seth D.","Medium-Term Artificial Intelligence and Society","Information","","","10.3390/info11060290","https://www.mdpi.com/2078-2489/11/6/290","There has been extensive attention to near-term and long-term AI technology and its accompanying societal issues, but the medium-term has gone largely overlooked. This paper develops the concept of medium-term AI, evaluates its importance, and analyzes some medium-term societal issues. Medium-term AI can be important in its own right and as a topic that can bridge the sometimes acrimonious divide between those who favor attention to near-term AI and those who prefer the long-term. The paper proposes the medium-term AI hypothesis: the medium-term is important from the perspectives of those who favor attention to near-term AI as well as those who favor attention to long-term AI. The paper analyzes medium-term AI in terms of governance institutions, collective action, corporate AI development, and military/national security communities. Across portions of these four areas, some support for the medium-term AI hypothesis is found, though in some cases the matter is unclear.","2020-06","2022-01-30 04:55:19","2022-01-30 04:55:19","2020-08-20 20:15:47","290","","6","11","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","ZSCC: 0000009  Number: 6 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/jacquesthibodeau/Zotero/storage/DCX936S5/Baum - 2020 - Medium-Term Artificial Intelligence and Society.pdf; /Users/jacquesthibodeau/Zotero/storage/T5QSRRBW/290.html","","MetaSafety; GCRI","intermediate-term AI; long-term AI; medium-term AI; mid-term AI; near-term AI; societal implications of AI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
